,No,year,month,day,hour,season,PM_City Station,PM_5th Middle School,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
26558,26559,2013,1,11,14,4.0,100.0,90.0,100.0,6.3,56.0,1012.2,15.0,NE,3.9,0.0,0.0
26559,26560,2013,1,11,15,4.0,105.0,109.0,105.0,6.5,56.0,1012.0,15.2,NW,3.4,0.0,0.0
26561,26562,2013,1,11,17,4.0,81.0,103.0,81.0,6.4,59.0,1012.0,14.3,NW,4.7,0.0,0.0
26562,26563,2013,1,11,18,4.0,102.0,99.0,102.0,6.6,62.0,1012.4,13.7,NW,8.3,0.0,0.0
26563,26564,2013,1,11,19,4.0,102.0,111.0,102.0,6.3,63.0,1012.6,13.2,NW,12.6,0.0,0.0
26565,26566,2013,1,11,21,4.0,102.0,102.0,102.0,6.4,68.0,1013.5,12.1,NW,3.1,0.0,0.0
26566,26567,2013,1,11,22,4.0,106.0,99.0,106.0,6.6,71.0,1013.9,11.7,NW,5.4,0.0,0.0
26567,26568,2013,1,11,23,4.0,87.0,97.0,87.0,6.4,69.0,1014.2,11.9,NE,2.9,0.0,0.0
26568,26569,2013,1,12,0,4.0,96.0,101.0,96.0,6.4,69.0,1014.5,11.9,NE,6.8,0.0,0.0
26569,26570,2013,1,12,1,4.0,94.0,99.0,94.0,6.5,71.0,1015.1,11.6,NE,10.0,0.0,0.0
26570,26571,2013,1,12,2,4.0,90.0,105.0,90.0,6.3,72.0,1014.5,11.2,NE,13.6,0.0,0.0
26571,26572,2013,1,12,3,4.0,90.0,98.0,90.0,6.5,75.0,1014.5,10.7,NW,2.0,0.0,0.0
26572,26573,2013,1,12,4,4.0,80.0,97.0,80.0,6.3,75.0,1013.8,10.5,NE,3.7,0.0,0.0
26573,26574,2013,1,12,5,4.0,61.0,93.0,61.0,6.0,75.0,1013.5,10.2,NE,8.8,0.0,0.0
26574,26575,2013,1,12,6,4.0,79.0,90.0,79.0,5.9,77.0,1012.6,9.7,NE,14.3,0.0,0.0
26577,26578,2013,1,12,9,4.0,74.0,83.0,74.0,6.4,70.0,1013.6,11.7,NE,5.1,0.0,0.0
26578,26579,2013,1,12,10,4.0,74.0,77.0,74.0,6.9,65.0,1013.3,13.3,NE,8.7,0.0,0.0
26579,26580,2013,1,12,11,4.0,119.0,70.0,119.0,7.3,59.0,1013.1,15.3,NE,10.5,0.0,0.0
26580,26581,2013,1,12,12,4.0,14.0,85.0,14.0,7.4,54.0,1011.8,16.8,NW,1.7,0.0,0.0
26581,26582,2013,1,12,13,4.0,91.0,82.0,91.0,7.7,54.0,1010.4,17.1,SW,2.0,0.0,0.0
26582,26583,2013,1,12,14,4.0,85.0,97.0,85.0,8.5,55.0,1009.6,17.6,SE,1.2,0.0,0.0
26583,26584,2013,1,12,15,4.0,87.0,97.0,87.0,8.3,51.0,1008.9,18.6,SW,2.4,0.0,0.0
26584,26585,2013,1,12,16,4.0,93.0,99.0,93.0,8.5,51.0,1009.0,18.8,SW,4.9,0.0,0.0
26585,26586,2013,1,12,17,4.0,85.0,104.0,85.0,8.3,55.0,1009.2,17.4,NW,2.4,0.0,0.0
26587,26588,2013,1,12,19,4.0,66.0,81.0,66.0,7.9,62.0,1009.5,15.1,NW,12.4,0.0,0.0
26588,26589,2013,1,12,20,4.0,75.0,73.0,75.0,7.6,65.0,1010.0,14.1,NW,15.8,0.0,0.0
26589,26590,2013,1,12,21,4.0,81.0,83.0,81.0,7.8,70.0,1010.0,13.1,NW,18.6,0.0,0.0
26590,26591,2013,1,12,22,4.0,91.0,90.0,91.0,7.8,71.0,1009.8,12.9,NW,21.2,0.0,0.0
26591,26592,2013,1,12,23,4.0,104.0,92.0,104.0,7.8,69.0,1009.7,13.4,NW,23.0,0.0,0.0
26593,26594,2013,1,13,1,4.0,74.0,117.0,74.0,7.7,72.0,1009.4,12.6,NW,28.0,0.0,0.0
26594,26595,2013,1,13,2,4.0,69.0,80.0,69.0,8.1,76.0,1009.4,12.2,NE,3.4,0.0,0.0
26595,26596,2013,1,13,3,4.0,70.0,78.0,70.0,8.4,79.0,1009.4,11.9,NW,3.4,0.0,0.0
26596,26597,2013,1,13,4,4.0,65.0,84.0,65.0,8.1,78.0,1009.1,11.8,NW,6.5,0.0,0.0
26597,26598,2013,1,13,5,4.0,65.0,82.0,65.0,8.1,77.0,1009.1,12.0,NW,9.1,0.0,0.0
26598,26599,2013,1,13,6,4.0,68.0,76.0,68.0,8.1,79.0,1009.3,11.6,NW,12.4,0.0,0.0
26599,26600,2013,1,13,7,4.0,67.0,74.0,67.0,7.8,83.0,1009.5,10.6,NW,14.3,0.0,0.0
26600,26601,2013,1,13,8,4.0,63.0,63.0,63.0,7.9,83.0,1009.9,10.7,NW,15.6,0.0,0.0
26601,26602,2013,1,13,9,4.0,68.0,71.0,68.0,8.4,74.0,1010.4,12.9,NW,17.8,0.0,0.0
26602,26603,2013,1,13,10,4.0,68.0,70.0,68.0,8.4,68.0,1010.5,14.2,NE,5.8,0.0,0.0
26603,26604,2013,1,13,11,4.0,46.0,47.0,46.0,8.5,64.0,1009.6,15.3,NW,6.0,0.0,0.0
26604,26605,2013,1,13,12,4.0,41.0,50.0,41.0,8.7,60.0,1008.5,16.5,NW,10.2,0.0,0.0
26606,26607,2013,1,13,14,4.0,35.0,32.0,35.0,9.3,53.0,1006.3,19.1,NW,16.1,0.0,0.0
26607,26608,2013,1,13,15,4.0,44.0,40.0,44.0,9.4,53.0,1005.8,19.2,NE,4.5,0.0,0.0
26608,26609,2013,1,13,16,4.0,37.0,45.0,37.0,9.2,51.0,1005.4,19.6,NE,7.4,0.0,0.0
26609,26610,2013,1,13,17,4.0,37.0,32.0,37.0,8.6,53.0,1005.8,18.3,NE,10.4,0.0,0.0
26610,26611,2013,1,13,18,4.0,55.0,36.0,55.0,9.0,62.0,1006.4,16.3,NW,3.1,0.0,0.0
26611,26612,2013,1,13,19,4.0,66.0,51.0,66.0,9.4,74.0,1007.0,14.0,NW,6.0,0.0,0.0
26613,26614,2013,1,13,21,4.0,45.0,54.0,45.0,8.9,73.0,1008.6,13.6,NW,13.5,0.0,0.0
26614,26615,2013,1,13,22,4.0,55.0,53.0,55.0,8.5,74.0,1009.6,13.0,NW,17.2,0.0,0.0
26615,26616,2013,1,13,23,4.0,53.0,60.0,53.0,7.6,72.0,1010.0,12.5,NE,6.7,0.0,0.0
26616,26617,2013,1,14,0,4.0,45.0,55.0,45.0,7.0,73.0,1010.5,11.7,NE,8.8,0.0,0.0
26618,26619,2013,1,14,2,4.0,44.0,48.0,44.0,7.0,82.0,1011.4,9.9,NE,18.5,0.0,0.0
26619,26620,2013,1,14,3,4.0,37.0,48.0,37.0,6.4,81.0,1011.3,9.5,NE,22.2,0.0,0.0
26620,26621,2013,1,14,4,4.0,42.0,43.0,42.0,5.9,83.0,1011.1,8.6,NE,26.1,0.0,0.0
26621,26622,2013,1,14,5,4.0,52.0,47.0,52.0,5.5,82.0,1011.2,8.4,NE,31.0,0.0,0.0
26622,26623,2013,1,14,6,4.0,53.0,52.0,53.0,5.3,83.0,1011.4,8.0,NW,4.1,0.0,0.0
26624,26625,2013,1,14,8,4.0,64.0,63.0,64.0,5.0,83.0,1013.2,7.7,NW,6.6,0.0,0.0
26625,26626,2013,1,14,9,4.0,70.0,67.0,70.0,5.8,72.0,1013.7,10.6,NW,10.3,0.0,0.0
26626,26627,2013,1,14,10,4.0,69.0,61.0,69.0,5.0,62.0,1014.2,12.0,NW,14.4,0.0,0.0
26627,26628,2013,1,14,11,4.0,71.0,69.0,71.0,4.5,52.0,1014.3,14.2,NE,2.8,0.0,0.0
26628,26629,2013,1,14,12,4.0,77.0,74.0,77.0,4.5,47.0,1013.4,15.8,NE,5.5,0.0,0.0
26629,26630,2013,1,14,13,4.0,81.0,74.0,81.0,3.9,42.0,1012.0,16.9,NE,9.0,0.0,0.0
26630,26631,2013,1,14,14,4.0,63.0,71.0,63.0,4.7,41.0,1010.7,18.1,NE,11.5,0.0,0.0
26631,26632,2013,1,14,15,4.0,78.0,62.0,78.0,4.6,39.0,1010.5,18.8,NE,13.6,0.0,0.0
26632,26633,2013,1,14,16,4.0,81.0,66.0,81.0,3.9,36.0,1010.3,19.3,NE,14.5,0.0,0.0
26633,26634,2013,1,14,17,4.0,90.0,58.0,90.0,4.1,38.0,1010.6,18.7,SE,1.1,0.0,0.0
26634,26635,2013,1,14,18,4.0,99.0,88.0,99.0,7.0,56.0,1010.9,15.7,NW,1.4,0.0,0.0
26635,26636,2013,1,14,19,4.0,107.0,104.0,107.0,8.3,78.0,1011.2,12.0,NW,3.3,0.0,0.0
26636,26637,2013,1,14,20,4.0,115.0,116.0,115.0,8.0,86.0,1011.5,10.2,NW,5.5,0.0,0.0
26637,26638,2013,1,14,21,4.0,140.0,156.0,140.0,7.8,90.0,1011.6,9.4,NE,2.3,0.0,0.0
26638,26639,2013,1,14,22,4.0,184.0,168.0,184.0,7.4,91.0,1012.1,8.8,NE,4.6,0.0,0.0
26642,26643,2013,1,15,2,4.0,166.0,172.0,166.0,6.6,94.0,1013.8,7.5,NE,1.6,0.0,0.0
26643,26644,2013,1,15,3,4.0,166.0,167.0,166.0,6.6,95.0,1013.7,7.3,NW,1.7,0.0,0.0
26644,26645,2013,1,15,4,4.0,154.0,163.0,154.0,6.6,96.0,1014.0,7.2,NW,3.5,0.0,0.0
26645,26646,2013,1,15,5,4.0,126.0,155.0,126.0,6.4,96.0,1014.0,7.0,NW,5.4,0.0,0.0
26646,26647,2013,1,15,6,4.0,98.0,119.0,98.0,6.2,97.0,1013.8,6.6,NW,7.5,0.0,0.0
26647,26648,2013,1,15,7,4.0,97.0,103.0,97.0,6.1,97.0,1014.0,6.5,NW,9.2,0.0,0.0
26649,26650,2013,1,15,9,4.0,125.0,108.0,125.0,9.5,96.0,1015.8,10.1,NE,2.2,0.0,0.0
26650,26651,2013,1,15,10,4.0,97.0,122.0,97.0,10.6,79.0,1016.0,14.2,NE,3.8,0.0,0.0
26651,26652,2013,1,15,11,4.0,97.0,88.0,97.0,10.4,71.0,1015.0,15.6,NE,6.0,0.0,0.0
26652,26653,2013,1,15,12,4.0,85.0,78.0,85.0,9.4,62.0,1013.9,16.7,NW,1.3,0.0,0.0
26653,26654,2013,1,15,13,4.0,87.0,74.0,87.0,9.0,56.0,1013.0,17.9,NE,2.2,0.0,0.0
26654,26655,2013,1,15,14,4.0,79.0,83.0,79.0,8.2,53.0,1012.1,17.9,NW,1.4,0.0,0.0
26657,26658,2013,1,15,17,4.0,77.0,80.0,77.0,8.9,55.0,1012.1,18.1,SW,3.0,0.0,0.0
26658,26659,2013,1,15,18,4.0,63.0,74.0,63.0,10.2,71.0,1012.6,15.4,NE,1.6,0.0,0.0
26659,26660,2013,1,15,19,4.0,79.0,82.0,79.0,10.4,84.0,1012.9,13.0,NW,1.1,0.0,0.0
26661,26662,2013,1,15,21,4.0,110.0,112.0,110.0,9.7,94.0,1013.5,10.6,NW,4.9,0.0,0.0
26662,26663,2013,1,15,22,4.0,142.0,108.0,142.0,9.2,95.0,1013.7,10.0,NW,6.8,0.0,0.0
26663,26664,2013,1,15,23,4.0,153.0,126.0,153.0,9.6,95.0,1013.7,10.4,NW,8.5,0.0,0.0
26664,26665,2013,1,16,0,4.0,172.0,134.0,172.0,9.2,93.0,1014.1,10.3,NE,1.5,0.0,0.0
26665,26666,2013,1,16,1,4.0,184.0,130.0,184.0,9.4,95.0,1014.6,10.2,NW,2.3,0.0,0.0
26666,26667,2013,1,16,2,4.0,179.0,129.0,179.0,9.7,95.0,1014.6,10.5,NE,1.8,0.0,0.0
26667,26668,2013,1,16,3,4.0,203.0,120.0,203.0,10.1,94.0,1014.1,11.0,NE,2.7,0.0,0.0
26668,26669,2013,1,16,4,4.0,221.0,123.0,221.0,9.4,95.0,1013.8,10.2,NW,1.9,0.0,0.0
26669,26670,2013,1,16,5,4.0,210.0,119.0,210.0,9.1,96.0,1014.0,9.7,NW,3.3,0.0,0.0
26670,26671,2013,1,16,6,4.0,181.0,128.0,181.0,8.8,97.0,1014.2,9.3,NW,5.1,0.0,0.0
26671,26672,2013,1,16,7,4.0,162.0,139.0,162.0,9.0,97.0,1014.6,9.5,NE,1.5,0.0,0.0
26672,26673,2013,1,16,8,4.0,163.0,148.0,163.0,9.8,97.0,1015.2,10.3,NE,2.5,0.0,0.0
26673,26674,2013,1,16,9,4.0,172.0,157.0,172.0,12.0,91.0,1015.6,13.4,NW,1.0,0.0,0.0
26674,26675,2013,1,16,10,4.0,161.0,151.0,161.0,11.0,67.0,1015.5,17.2,NW,1.7,0.0,0.0
26675,26676,2013,1,16,11,4.0,139.0,116.0,139.0,10.4,57.0,1014.6,19.1,NW,2.6,0.0,0.0
26676,26677,2013,1,16,12,4.0,105.0,78.0,105.0,10.1,52.0,1013.1,20.3,NE,2.4,0.0,0.0
26677,26678,2013,1,16,13,4.0,79.0,77.0,79.0,10.1,49.0,1011.8,21.2,NE,4.8,0.0,0.0
26678,26679,2013,1,16,14,4.0,81.0,86.0,81.0,9.9,46.0,1010.9,22.0,NE,6.0,0.0,0.0
26679,26680,2013,1,16,15,4.0,78.0,86.0,78.0,9.4,43.0,1010.3,22.6,NE,8.0,0.0,0.0
26680,26681,2013,1,16,16,4.0,80.0,83.0,80.0,9.8,44.0,1010.3,22.7,NW,1.3,0.0,0.0
26681,26682,2013,1,16,17,4.0,72.0,83.0,72.0,10.7,49.0,1010.8,21.9,SE,1.0,0.0,0.0
26682,26683,2013,1,16,18,4.0,89.0,85.0,89.0,12.4,62.0,1011.4,19.9,NW,0.6,0.0,0.0
26683,26684,2013,1,16,19,4.0,112.0,111.0,112.0,12.8,80.0,1012.1,16.3,NE,1.9,0.0,0.0
26684,26685,2013,1,16,20,4.0,126.0,163.0,126.0,12.7,89.0,1012.6,14.5,NE,3.8,0.0,0.0
26685,26686,2013,1,16,21,4.0,155.0,180.0,155.0,12.3,92.0,1012.8,13.6,NW,1.6,0.0,0.0
26686,26687,2013,1,16,22,4.0,174.0,172.0,174.0,12.0,94.0,1013.2,12.9,NE,2.1,0.0,0.0
26687,26688,2013,1,16,23,4.0,179.0,171.0,179.0,11.6,94.0,1013.8,12.5,NW,2.6,0.0,0.0
26688,26689,2013,1,17,0,4.0,187.0,159.0,187.0,11.4,93.0,1013.9,12.5,NW,4.2,0.0,0.0
26689,26690,2013,1,17,1,4.0,193.0,154.0,193.0,11.3,94.0,1014.6,12.2,NW,6.0,0.0,0.0
26690,26691,2013,1,17,2,4.0,184.0,155.0,184.0,11.1,94.0,1014.6,12.0,NE,1.5,0.0,0.0
26691,26692,2013,1,17,3,4.0,133.0,156.0,133.0,11.0,95.0,1014.9,11.8,NE,3.4,0.0,0.0
26692,26693,2013,1,17,4,4.0,112.0,127.0,112.0,10.7,90.0,1015.1,12.3,NW,1.5,0.0,0.0
26693,26694,2013,1,17,5,4.0,96.0,112.0,96.0,10.7,93.0,1015.0,11.8,NW,3.4,0.0,0.0
26694,26695,2013,1,17,6,4.0,93.0,107.0,93.0,10.5,92.0,1015.5,11.8,NW,5.4,0.0,0.0
26695,26696,2013,1,17,7,4.0,94.0,94.0,94.0,10.4,93.0,1015.8,11.5,NW,9.2,0.0,0.0
26696,26697,2013,1,17,8,4.0,96.0,99.0,96.0,10.4,83.0,1016.9,13.2,NE,3.5,0.0,0.0
26697,26698,2013,1,17,9,4.0,90.0,91.0,90.0,9.9,74.0,1017.8,14.5,NE,8.0,0.0,0.0
26698,26699,2013,1,17,10,4.0,72.0,85.0,72.0,10.3,67.0,1018.5,16.4,NE,10.4,0.0,0.0
26699,26700,2013,1,17,11,4.0,76.0,90.0,76.0,9.5,58.0,1018.4,17.9,NE,15.0,0.0,0.0
26700,26701,2013,1,17,12,4.0,81.0,80.0,81.0,9.4,57.0,1017.2,18.0,NW,6.7,0.0,0.0
26701,26702,2013,1,17,13,4.0,72.0,77.0,72.0,8.7,55.0,1016.5,17.9,NW,13.7,0.0,0.0
26702,26703,2013,1,17,14,4.0,74.0,75.0,74.0,7.9,52.0,1016.0,17.9,NE,8.3,0.0,0.0
26703,26704,2013,1,17,15,4.0,75.0,69.0,75.0,7.1,53.0,1016.2,16.7,NW,5.9,0.0,0.0
26704,26705,2013,1,17,16,4.0,67.0,79.0,67.0,6.3,53.0,1016.6,15.8,NE,5.0,0.0,0.0
26705,26706,2013,1,17,17,4.0,58.0,75.0,58.0,5.3,52.0,1017.7,15.1,NE,8.7,0.0,0.0
26706,26707,2013,1,17,18,4.0,67.0,66.0,67.0,4.2,50.0,1018.3,14.5,NE,14.4,0.0,0.0
26707,26708,2013,1,17,19,4.0,68.0,70.0,68.0,4.6,53.0,1018.9,14.0,NE,17.1,0.0,0.0
26708,26709,2013,1,17,20,4.0,71.0,78.0,71.0,4.7,55.0,1019.4,13.6,NE,18.9,0.0,0.0
26709,26710,2013,1,17,21,4.0,73.0,78.0,73.0,5.0,57.0,1019.9,13.3,NE,22.0,0.0,0.0
26710,26711,2013,1,17,22,4.0,72.0,75.0,72.0,5.4,61.0,1019.9,12.7,NE,24.1,0.0,0.0
26711,26712,2013,1,17,23,4.0,72.0,71.0,72.0,6.0,66.0,1020.0,12.2,NE,26.4,0.0,0.0
26712,26713,2013,1,18,0,4.0,64.0,76.0,64.0,4.9,60.0,1020.0,12.4,NE,29.0,0.0,0.0
26713,26714,2013,1,18,1,4.0,70.0,72.0,70.0,3.8,55.0,1020.3,12.6,NE,33.2,0.0,0.0
26714,26715,2013,1,18,2,4.0,76.0,77.0,76.0,3.4,55.0,1020.2,12.2,NW,5.8,0.0,0.0
26715,26716,2013,1,18,3,4.0,76.0,78.0,76.0,3.3,56.0,1020.0,11.8,NE,3.7,0.0,0.0
26716,26717,2013,1,18,4,4.0,81.0,89.0,81.0,3.3,58.0,1019.9,11.2,NE,8.0,0.0,0.0
26717,26718,2013,1,18,5,4.0,84.0,84.0,84.0,3.7,62.0,1020.3,10.7,NW,3.7,0.0,0.0
26718,26719,2013,1,18,6,4.0,91.0,91.0,91.0,3.8,64.0,1020.5,10.3,NW,7.1,0.0,0.0
26719,26720,2013,1,18,7,4.0,100.0,95.0,100.0,3.0,61.0,1021.0,10.2,NW,9.0,0.0,0.0
26720,26721,2013,1,18,8,4.0,99.0,102.0,99.0,3.0,60.0,1021.8,10.4,NW,11.5,0.0,0.0
26721,26722,2013,1,18,9,4.0,99.0,100.0,99.0,3.7,58.0,1022.3,11.7,NE,3.1,0.0,0.0
26723,26724,2013,1,18,11,4.0,119.0,107.0,119.0,4.8,59.0,1022.0,12.6,NE,2.6,0.0,0.0
26724,26725,2013,1,18,12,4.0,122.0,111.0,122.0,4.7,56.0,1020.8,13.3,NE,5.6,0.0,0.0
26725,26726,2013,1,18,13,4.0,115.0,104.0,115.0,5.6,55.0,1019.1,14.5,NE,9.6,0.0,0.0
26726,26727,2013,1,18,14,4.0,129.0,106.0,129.0,6.0,53.0,1017.6,15.5,NW,2.7,0.0,0.0
26727,26728,2013,1,18,15,4.0,129.0,107.0,129.0,5.7,51.0,1016.4,15.8,NW,4.4,0.0,0.0
26728,26729,2013,1,18,16,4.0,104.0,98.0,104.0,6.0,52.0,1016.2,15.8,NE,2.0,0.0,0.0
26729,26730,2013,1,18,17,4.0,97.0,105.0,97.0,6.1,54.0,1016.6,15.3,NE,3.9,0.0,0.0
26730,26731,2013,1,18,18,4.0,91.0,105.0,91.0,7.2,64.0,1016.8,13.9,NW,1.5,0.0,0.0
26731,26732,2013,1,18,19,4.0,107.0,102.0,107.0,8.7,82.0,1017.3,11.7,NW,2.7,0.0,0.0
26732,26733,2013,1,18,20,4.0,97.0,105.0,97.0,8.4,88.0,1017.9,10.3,NE,1.4,0.0,0.0
26733,26734,2013,1,18,21,4.0,94.0,100.0,94.0,7.9,90.0,1018.1,9.5,NE,3.0,0.0,0.0
26734,26735,2013,1,18,22,4.0,89.0,99.0,89.0,7.7,91.0,1018.2,9.1,NW,1.4,0.0,0.0
26735,26736,2013,1,18,23,4.0,93.0,97.0,93.0,7.4,92.0,1018.2,8.6,NW,2.6,0.0,0.0
26736,26737,2013,1,19,0,4.0,83.0,97.0,83.0,7.4,95.0,1017.8,8.2,NE,1.5,0.0,0.0
26737,26738,2013,1,19,1,4.0,83.0,88.0,83.0,7.2,96.0,1017.7,7.8,NE,4.1,0.0,0.0
26738,26739,2013,1,19,2,4.0,92.0,88.0,92.0,7.5,94.0,1017.8,8.4,NW,1.2,0.0,0.0
26739,26740,2013,1,19,3,4.0,84.0,85.0,84.0,8.0,94.0,1017.4,8.9,NE,1.8,0.0,0.0
26740,26741,2013,1,19,4,4.0,88.0,89.0,88.0,8.0,92.0,1017.0,9.2,NE,2.8,0.0,0.0
26741,26742,2013,1,19,5,4.0,88.0,90.0,88.0,8.1,91.0,1016.9,9.5,NW,1.0,0.0,0.0
26742,26743,2013,1,19,6,4.0,94.0,89.0,94.0,7.7,94.0,1017.2,8.6,NW,2.4,0.0,0.0
26743,26744,2013,1,19,7,4.0,88.0,90.0,88.0,7.1,95.0,1017.3,7.8,NW,3.8,0.0,0.0
26744,26745,2013,1,19,8,4.0,88.0,94.0,88.0,7.1,96.0,1017.5,7.7,NW,5.0,0.0,0.0
26745,26746,2013,1,19,9,4.0,95.0,96.0,95.0,7.0,81.0,1018.1,10.1,NE,2.1,0.0,0.0
26746,26747,2013,1,19,10,4.0,95.0,101.0,95.0,5.7,61.0,1018.3,13.0,NE,4.2,0.0,0.0
26747,26748,2013,1,19,11,4.0,95.0,92.0,95.0,6.5,56.0,1017.0,15.2,SW,1.4,0.0,0.0
26748,26749,2013,1,19,12,4.0,88.0,90.0,88.0,6.3,50.0,1015.8,16.8,SE,1.5,0.0,0.0
26749,26750,2013,1,19,13,4.0,85.0,87.0,85.0,6.2,47.0,1013.9,17.6,NE,1.8,0.0,0.0
26750,26751,2013,1,19,14,4.0,98.0,90.0,98.0,5.0,41.0,1012.4,18.5,SW,3.3,0.0,0.0
26751,26752,2013,1,19,15,4.0,103.0,89.0,103.0,4.1,38.0,1011.4,18.7,SW,7.1,0.0,0.0
26752,26753,2013,1,19,16,4.0,107.0,95.0,107.0,3.8,38.0,1011.2,18.3,SE,3.6,0.0,0.0
26753,26754,2013,1,19,17,4.0,103.0,104.0,103.0,4.5,42.0,1011.8,17.6,SE,6.9,0.0,0.0
26754,26755,2013,1,19,18,4.0,125.0,112.0,125.0,6.3,52.0,1012.0,16.1,cv,0.5,0.0,0.0
26755,26756,2013,1,19,19,4.0,111.0,107.0,111.0,8.5,72.0,1012.8,13.4,NE,1.0,0.0,0.0
26756,26757,2013,1,19,20,4.0,76.0,112.0,76.0,8.4,79.0,1013.6,11.9,cv,0.5,0.0,0.0
26757,26758,2013,1,19,21,4.0,78.0,90.0,78.0,8.8,87.0,1014.1,10.9,NW,1.6,0.0,0.0
26758,26759,2013,1,19,22,4.0,71.0,84.0,71.0,8.5,90.0,1014.3,10.1,NW,3.2,0.0,0.0
26759,26760,2013,1,19,23,4.0,84.0,80.0,84.0,9.2,90.0,1014.4,10.8,NE,1.4,0.0,0.0
26760,26761,2013,1,20,0,4.0,96.0,89.0,96.0,9.6,84.0,1013.8,12.2,NE,2.3,0.0,0.0
26761,26762,2013,1,20,1,4.0,91.0,95.0,91.0,9.8,82.0,1013.6,12.8,NW,1.1,0.0,0.0
26762,26763,2013,1,20,2,4.0,78.0,92.0,78.0,10.3,85.0,1013.6,12.8,NW,2.4,0.0,0.0
26763,26764,2013,1,20,3,4.0,84.0,82.0,84.0,10.4,84.0,1012.9,13.0,NW,3.6,0.0,0.0
26764,26765,2013,1,20,4,4.0,100.0,73.0,100.0,10.5,84.0,1012.4,13.1,NE,1.1,0.0,0.0
26765,26766,2013,1,20,5,4.0,106.0,76.0,106.0,10.7,84.0,1012.9,13.3,NW,1.1,0.0,0.0
26766,26767,2013,1,20,6,4.0,104.0,92.0,104.0,10.9,84.0,1013.1,13.5,NW,2.2,0.0,0.0
26767,26768,2013,1,20,7,4.0,101.0,87.0,101.0,11.2,85.0,1013.7,13.7,NW,3.5,0.0,0.0
26768,26769,2013,1,20,8,4.0,85.0,90.0,85.0,11.3,84.0,1014.2,14.0,NW,4.7,0.0,0.0
26769,26770,2013,1,20,9,4.0,75.0,90.0,75.0,10.5,75.0,1014.4,14.9,NE,0.7,0.0,0.0
26770,26771,2013,1,20,10,4.0,72.0,88.0,72.0,11.1,71.0,1014.7,16.4,NE,2.0,0.0,0.0
26771,26772,2013,1,20,11,4.0,82.0,88.0,82.0,11.7,70.0,1014.5,17.2,NE,3.1,0.0,0.0
26772,26773,2013,1,20,12,4.0,63.0,74.0,63.0,11.8,66.0,1013.7,18.2,NE,4.6,0.0,0.0
26773,26774,2013,1,20,13,4.0,79.0,90.0,79.0,12.4,67.0,1012.5,18.6,NE,5.7,0.0,0.0
26774,26775,2013,1,20,14,4.0,80.0,81.0,80.0,12.7,66.0,1011.4,19.2,SE,1.8,0.0,0.0
26775,26776,2013,1,20,15,4.0,74.0,74.0,74.0,12.8,65.0,1010.6,19.6,NE,1.0,0.0,0.0
26776,26777,2013,1,20,16,4.0,83.0,76.0,83.0,13.2,64.0,1010.7,20.2,cv,0.0,0.0,0.0
26777,26778,2013,1,20,17,4.0,81.0,77.0,81.0,13.3,66.0,1010.7,19.8,NE,1.3,0.0,0.0
26778,26779,2013,1,20,18,4.0,98.0,94.0,98.0,13.3,69.0,1011.2,19.1,NE,2.5,0.0,0.0
26779,26780,2013,1,20,19,4.0,126.0,109.0,126.0,14.6,80.0,1011.6,18.1,NE,3.6,0.0,0.0
26780,26781,2013,1,20,20,4.0,181.0,120.0,181.0,14.7,86.0,1012.2,17.1,NW,1.3,0.0,0.0
26781,26782,2013,1,20,21,4.0,191.0,128.0,191.0,14.7,88.0,1012.6,16.7,NW,2.7,0.0,0.0
26782,26783,2013,1,20,22,4.0,183.0,160.0,183.0,14.8,89.0,1012.6,16.6,NW,3.9,0.0,0.0
26783,26784,2013,1,20,23,4.0,195.0,162.0,195.0,14.8,90.0,1012.6,16.4,NW,5.1,0.0,0.0
26784,26785,2013,1,21,0,4.0,189.0,166.0,189.0,14.8,90.0,1012.1,16.4,NE,1.0,0.0,0.0
26785,26786,2013,1,21,1,4.0,189.0,164.0,189.0,14.8,91.0,1012.0,16.3,NW,1.6,0.0,0.0
26786,26787,2013,1,21,2,4.0,188.0,173.0,188.0,14.8,91.0,1011.8,16.3,NW,2.9,0.0,0.0
26787,26788,2013,1,21,3,4.0,187.0,175.0,187.0,15.1,94.0,1011.2,16.1,NW,4.7,0.0,0.0
26788,26789,2013,1,21,4,4.0,188.0,173.0,188.0,15.0,94.0,1010.9,16.0,NW,6.1,0.0,0.0
26789,26790,2013,1,21,5,4.0,187.0,185.0,187.0,15.0,93.0,1010.9,16.1,NW,7.3,0.1,0.1
26790,26791,2013,1,21,6,4.0,154.0,170.0,154.0,14.9,92.0,1011.4,16.2,NW,9.3,0.0,0.0
26791,26792,2013,1,21,7,4.0,124.0,151.0,124.0,14.9,90.0,1012.0,16.5,NW,10.6,0.0,0.0
26792,26793,2013,1,21,8,4.0,129.0,138.0,129.0,15.0,89.0,1012.7,16.8,NW,12.4,0.0,0.0
26793,26794,2013,1,21,9,4.0,120.0,123.0,120.0,15.0,85.0,1013.5,17.5,NW,14.1,0.0,0.0
26794,26795,2013,1,21,10,4.0,127.0,121.0,127.0,15.4,82.0,1014.2,18.5,NW,16.4,0.0,0.0
26795,26796,2013,1,21,11,4.0,141.0,129.0,141.0,16.0,78.0,1014.1,20.0,NW,19.2,0.0,0.0
26796,26797,2013,1,21,12,4.0,152.0,128.0,152.0,15.9,75.0,1013.3,20.5,NW,22.4,0.0,0.0
